number,alley,column,level,storage,buildings,X,Y
18899,"FC2","015","40","02","FLO",125.4,38.0
18900,"FC2","015","40","03","FLO",125.4,38.0
18901,"FC2","015","40","04","FLO",125.4,38.0
18386,"FC3","016","10","01","FLO",129.0,38.0
18387,"FC3","016","10","02","FLO",129.0,38.0
18388,"FC3","016","10","03","FLO",129.0,38.0
18389,"FC3","016","10","04","FLO",129.0,38.0
18390,"FC3","016","20","01","FLO",129.0,38.0
18391,"FC3","016","20","02","FLO",129.0,38.0
18392,"FC3","016","20","03","FLO",129.0,38.0
18393,"FC3","016","20","04","FLO",129.0,38.0
18394,"FC3","016","30","01","FLO",129.0,38.0
18395,"FC3","016","30","02","FLO",129.0,38.0
18396,"FC3","016","30","03","FLO",129.0,38.0
18397,"FC3","016","30","04","FLO",129.0,38.0
18398,"FC3","016","40","01","FLO",129.0,38.0
18399,"FC3","016","40","02","FLO",129.0,38.0
18400,"FC3","016","40","03","FLO",129.0,38.0
18401,"FC3","016","40","04","FLO",129.0,38.0
18902,"FC2","016","10","01","FLO",129.0,38.0
18903,"FC2","016","10","02","FLO",129.0,38.0
18904,"FC2","016","10","03","FLO",129.0,38.0
18905,"FC2","016","10","04","FLO",129.0,38.0
18906,"FC2","016","20","01","FLO",129.0,38.0
18907,"FC2","016","20","02","FLO",129.0,38.0
18908,"FC2","016","20","03","FLO",129.0,38.0
18909,"FC2","016","20","04","FLO",129.0,38.0
18910,"FC2","016","30","01","FLO",129.0,38.0
18911,"FC2","016","30","02","FLO",129.0,38.0
18912,"FC2","016","30","03","FLO",129.0,38.0
18913,"FC2","016","30","04","FLO",129.0,38.0
18914,"FC2","016","40","01","FLO",129.0,38.0
18915,"FC2","016","40","02","FLO",129.0,38.0
18916,"FC2","016","40","03","FLO",129.0,38.0
18917,"FC2","016","40","04","FLO",129.0,38.0
18402,"FC3","017","10","01","FLO",132.6,38.0
18403,"FC3","017","10","02","FLO",132.6,38.0
18404,"FC3","017","10","03","FLO",132.6,38.0
18405,"FC3","017","10","04","FLO",132.6,38.0
18406,"FC3","017","20","01","FLO",132.6,38.0
18407,"FC3","017","20","02","FLO",132.6,38.0
18408,"FC3","017","20","03","FLO",132.6,38.0
18409,"FC3","017","20","04","FLO",132.6,38.0
18410,"FC3","017","30","01","FLO",132.6,38.0
18411,"FC3","017","30","02","FLO",132.6,38.0
18412,"FC3","017","30","03","FLO",132.6,38.0
18413,"FC3","017","30","04","FLO",132.6,38.0
18414,"FC3","017","40","01","FLO",132.6,38.0
18415,"FC3","017","40","02","FLO",132.6,38.0
18416,"FC3","017","40","03","FLO",132.6,38.0
18417,"FC3","017","40","04","FLO",132.6,38.0
18918,"FC2","017","10","01","FLO",132.6,38.0
18919,"FC2","017","10","02","FLO",132.6,38.0
18920,"FC2","017","10","03","FLO",132.6,38.0
18921,"FC2","017","10","04","FLO",132.6,38.0
18922,"FC2","017","20","01","FLO",132.6,38.0
18923,"FC2","017","20","02","FLO",132.6,38.0
18924,"FC2","017","20","03","FLO",132.6,38.0
18925,"FC2","017","20","04","FLO",132.6,38.0
18926,"FC2","017","30","01","FLO",132.6,38.0
18927,"FC2","017","30","02","FLO",132.6,38.0
18928,"FC2","017","30","03","FLO",132.6,38.0
18929,"FC2","017","30","04","FLO",132.6,38.0
18930,"FC2","017","40","01","FLO",132.6,38.0
18931,"FC2","017","40","02","FLO",132.6,38.0
18932,"FC2","017","40","03","FLO",132.6,38.0
18933,"FC2","017","40","04","FLO",132.6,38.0
18418,"FC3","018","10","01","FLO",136.2,38.0
18419,"FC3","018","10","02","FLO",136.2,38.0
18420,"FC3","018","10","03","FLO",136.2,38.0
18421,"FC3","018","10","04","FLO",136.2,38.0
18422,"FC3","018","20","01","FLO",136.2,38.0
18423,"FC3","018","20","02","FLO",136.2,38.0
18424,"FC3","018","20","03","FLO",136.2,38.0
18425,"FC3","018","20","04","FLO",136.2,38.0
18426,"FC3","018","30","01","FLO",136.2,38.0
18427,"FC3","018","30","02","FLO",136.2,38.0
18428,"FC3","018","30","03","FLO",136.2,38.0
18429,"FC3","018","30","04","FLO",136.2,38.0
18430,"FC3","018","40","01","FLO",136.2,38.0
18431,"FC3","018","40","02","FLO",136.2,38.0
18432,"FC3","018","40","03","FLO",136.2,38.0
18433,"FC3","018","40","04","FLO",136.2,38.0
18934,"FC2","018","10","01","FLO",136.2,38.0
18935,"FC2","018","10","02","FLO",136.2,38.0
18936,"FC2","018","10","03","FLO",136.2,38.0
18937,"FC2","018","10","04","FLO",136.2,38.0
18938,"FC2","018","20","01","FLO",136.2,38.0
18939,"FC2","018","20","02","FLO",136.2,38.0
18940,"FC2","018","20","03","FLO",136.2,38.0
18941,"FC2","018","20","04","FLO",136.2,38.0
18942,"FC2","018","30","01","FLO",136.2,38.0
18943,"FC2","018","30","02","FLO",136.2,38.0
18944,"FC2","018","30","03","FLO",136.2,38.0
18945,"FC2","018","30","04","FLO",136.2,38.0
18946,"FC2","018","40","01","FLO",136.2,38.0
18947,"FC2","018","40","02","FLO",136.2,38.0
18948,"FC2","018","40","03","FLO",136.2,38.0
18949,"FC2","018","40","04","FLO",136.2,38.0
18434,"FC3","019","10","01","FLO",139.8,38.0
18435,"FC3","019","10","02","FLO",139.8,38.0
18436,"FC3","019","10","03","FLO",139.8,38.0
18437,"FC3","019","10","04","FLO",139.8,38.0
18438,"FC3","019","20","01","FLO",139.8,38.0
18439,"FC3","019","20","02","FLO",139.8,38.0
18440,"FC3","019","20","03","FLO",139.8,38.0
18441,"FC3","019","20","04","FLO",139.8,38.0
18442,"FC3","019","30","01","FLO",139.8,38.0
18443,"FC3","019","30","02","FLO",139.8,38.0
18444,"FC3","019","30","03","FLO",139.8,38.0
18445,"FC3","019","30","04","FLO",139.8,38.0
18446,"FC3","019","40","01","FLO",139.8,38.0
18447,"FC3","019","40","02","FLO",139.8,38.0
18448,"FC3","019","40","03","FLO",139.8,38.0
18449,"FC3","019","40","04","FLO",139.8,38.0
18950,"FC2","019","10","01","FLO",139.8,38.0
18951,"FC2","019","10","02","FLO",139.8,38.0
18952,"FC2","019","10","03","FLO",139.8,38.0
18953,"FC2","019","10","04","FLO",139.8,38.0
18954,"FC2","019","20","01","FLO",139.8,38.0
18955,"FC2","019","20","02","FLO",139.8,38.0
18956,"FC2","019","20","03","FLO",139.8,38.0
18957,"FC2","019","20","04","FLO",139.8,38.0
18958,"FC2","019","30","01","FLO",139.8,38.0
18959,"FC2","019","30","02","FLO",139.8,38.0
18960,"FC2","019","30","03","FLO",139.8,38.0
18961,"FC2","019","30","04","FLO",139.8,38.0
18962,"FC2","019","40","01","FLO",139.8,38.0
18963,"FC2","019","40","02","FLO",139.8,38.0
18964,"FC2","019","40","03","FLO",139.8,38.0
18965,"FC2","019","40","04","FLO",139.8,38.0
18450,"FC3","020","10","01","FLO",143.4,38.0
18451,"FC3","020","10","02","FLO",143.4,38.0
18452,"FC3","020","10","03","FLO",143.4,38.0
18453,"FC3","020","10","04","FLO",143.4,38.0
18454,"FC3","020","20","01","FLO",143.4,38.0
18455,"FC3","020","20","02","FLO",143.4,38.0
18456,"FC3","020","20","03","FLO",143.4,38.0
18457,"FC3","020","20","04","FLO",143.4,38.0
18458,"FC3","020","30","01","FLO",143.4,38.0
18459,"FC3","020","30","02","FLO",143.4,38.0
18460,"FC3","020","30","03","FLO",143.4,38.0
18461,"FC3","020","30","04","FLO",143.4,38.0
18462,"FC3","020","40","01","FLO",143.4,38.0
18463,"FC3","020","40","02","FLO",143.4,38.0
18464,"FC3","020","40","03","FLO",143.4,38.0
18465,"FC3","020","40","04","FLO",143.4,38.0
18966,"FC2","020","10","01","FLO",143.4,38.0
18967,"FC2","020","10","02","FLO",143.4,38.0
18968,"FC2","020","10","03","FLO",143.4,38.0
18969,"FC2","020","10","04","FLO",143.4,38.0
18970,"FC2","020","20","01","FLO",143.4,38.0
18971,"FC2","020","20","02","FLO",143.4,38.0
18972,"FC2","020","20","03","FLO",143.4,38.0
18973,"FC2","020","20","04","FLO",143.4,38.0
18974,"FC2","020","30","01","FLO",143.4,38.0
18975,"FC2","020","30","02","FLO",143.4,38.0
18976,"FC2","020","30","03","FLO",143.4,38.0
18977,"FC2","020","30","04","FLO",143.4,38.0
18978,"FC2","020","40","01","FLO",143.4,38.0
18979,"FC2","020","40","02","FLO",143.4,38.0
18980,"FC2","020","40","03","FLO",143.4,38.0
18981,"FC2","020","40","04","FLO",143.4,38.0
18466,"FC3","021","10","01","FLO",147.0,38.0
18467,"FC3","021","10","02","FLO",147.0,38.0
18468,"FC3","021","10","03","FLO",147.0,38.0
18469,"FC3","021","10","04","FLO",147.0,38.0
18470,"FC3","021","20","01","FLO",147.0,38.0
18471,"FC3","021","20","02","FLO",147.0,38.0
18472,"FC3","021","20","03","FLO",147.0,38.0
18473,"FC3","021","20","04","FLO",147.0,38.0
18474,"FC3","021","30","01","FLO",147.0,38.0
18475,"FC3","021","30","02","FLO",147.0,38.0
18476,"FC3","021","30","03","FLO",147.0,38.0
18477,"FC3","021","30","04","FLO",147.0,38.0
18478,"FC3","021","40","01","FLO",147.0,38.0
18479,"FC3","021","40","02","FLO",147.0,38.0
18480,"FC3","021","40","03","FLO",147.0,38.0
18481,"FC3","021","40","04","FLO",147.0,38.0
18982,"FC2","021","10","01","FLO",147.0,38.0
18983,"FC2","021","10","02","FLO",147.0,38.0
18984,"FC2","021","10","03","FLO",147.0,38.0
18985,"FC2","021","10","04","FLO",147.0,38.0
18986,"FC2","021","20","01","FLO",147.0,38.0
18987,"FC2","021","20","02","FLO",147.0,38.0
18988,"FC2","021","20","03","FLO",147.0,38.0
18989,"FC2","021","20","04","FLO",147.0,38.0
18990,"FC2","021","30","01","FLO",147.0,38.0
18991,"FC2","021","30","02","FLO",147.0,38.0
18992,"FC2","021","30","03","FLO",147.0,38.0
18993,"FC2","021","30","04","FLO",147.0,38.0
18994,"FC2","021","40","01","FLO",147.0,38.0
18995,"FC2","021","40","02","FLO",147.0,38.0
18996,"FC2","021","40","03","FLO",147.0,38.0
18997,"FC2","021","40","04","FLO",147.0,38.0
21726,"FC3","022","10","01","FLO",150.6,38.0
21727,"FC3","022","10","02","FLO",150.6,38.0
21728,"FC3","022","10","03","FLO",150.6,38.0
21729,"FC3","022","10","04","FLO",150.6,38.0
21730,"FC3","022","20","01","FLO",150.6,38.0
21731,"FC3","022","20","02","FLO",150.6,38.0
21732,"FC3","022","20","03","FLO",150.6,38.0
21733,"FC3","022","20","04","FLO",150.6,38.0
21734,"FC3","022","30","01","FLO",150.6,38.0
21735,"FC3","022","30","02","FLO",150.6,38.0
21736,"FC3","022","30","03","FLO",150.6,38.0
21737,"FC3","022","30","04","FLO",150.6,38.0
21738,"FC3","022","40","01","FLO",150.6,38.0
21739,"FC3","022","40","02","FLO",150.6,38.0
21740,"FC3","022","40","03","FLO",150.6,38.0
21741,"FC3","022","40","04","FLO",150.6,38.0
21742,"FC2","022","10","01","FLO",150.6,38.0
21743,"FC2","022","10","02","FLO",150.6,38.0
21744,"FC2","022","10","03","FLO",150.6,38.0
21745,"FC2","022","10","04","FLO",150.6,38.0
21746,"FC2","022","20","01","FLO",150.6,38.0
21747,"FC2","022","20","02","FLO",150.6,38.0
21748,"FC2","022","20","03","FLO",150.6,38.0
21749,"FC2","022","20","04","FLO",150.6,38.0
21750,"FC2","022","30","01","FLO",150.6,38.0
21751,"FC2","022","30","02","FLO",150.6,38.0
21752,"FC2","022","30","03","FLO",150.6,38.0
21753,"FC2","022","30","04","FLO",150.6,38.0
21754,"FC2","022","40","01","FLO",150.6,38.0
21755,"FC2","022","40","02","FLO",150.6,38.0
21756,"FC2","022","40","03","FLO",150.6,38.0
21757,"FC2","022","40","04","FLO",150.6,38.0
16922,"FC5","001","10","01","FLO",75.0,44.0
16923,"FC5","001","10","02","FLO",75.0,44.0
16926,"FC5","001","20","01","FLO",75.0,44.0
16927,"FC5","001","20","02","FLO",75.0,44.0
16930,"FC5","001","30","01","FLO",75.0,44.0
16931,"FC5","001","30","02","FLO",75.0,44.0
17730,"FC4","001","10","01","FLO",75.0,44.0
17731,"FC4","001","10","02","FLO",75.0,44.0
17734,"FC4","001","20","01","FLO",75.0,44.0
17735,"FC4","001","20","02","FLO",75.0,44.0
17738,"FC4","001","30","01","FLO",75.0,44.0
17739,"FC4","001","30","02","FLO",75.0,44.0
17742,"FC4","001","40","01","FLO",75.0,44.0
17743,"FC4","001","40","02","FLO",75.0,44.0
128629,"FC5","001","40","01","FLO",75.0,44.0
128630,"FC5","001","40","02","FLO",75.0,44.0
16934,"FC5","002","10","01","FLO",78.6,44.0
16935,"FC5","002","10","02","FLO",78.6,44.0
16936,"FC5","002","10","03","FLO",78.6,44.0
16937,"FC5","002","10","04","FLO",78.6,44.0
16938,"FC5","002","20","01","FLO",78.6,44.0
16939,"FC5","002","20","02","FLO",78.6,44.0
16940,"FC5","002","20","03","FLO",78.6,44.0
16941,"FC5","002","20","04","FLO",78.6,44.0
16942,"FC5","002","30","01","FLO",78.6,44.0
16943,"FC5","002","30","02","FLO",78.6,44.0
16944,"FC5","002","30","03","FLO",78.6,44.0
16945,"FC5","002","30","04","FLO",78.6,44.0
17746,"FC4","002","10","01","FLO",78.6,44.0
17747,"FC4","002","10","02","FLO",78.6,44.0
17748,"FC4","002","10","03","FLO",78.6,44.0
17749,"FC4","002","10","04","FLO",78.6,44.0
17750,"FC4","002","20","01","FLO",78.6,44.0
17751,"FC4","002","20","02","FLO",78.6,44.0
17752,"FC4","002","20","03","FLO",78.6,44.0
17753,"FC4","002","20","04","FLO",78.6,44.0
17754,"FC4","002","30","01","FLO",78.6,44.0
17755,"FC4","002","30","02","FLO",78.6,44.0
17756,"FC4","002","30","03","FLO",78.6,44.0
17757,"FC4","002","30","04","FLO",78.6,44.0
17758,"FC4","002","40","01","FLO",78.6,44.0
17759,"FC4","002","40","02","FLO",78.6,44.0
17760,"FC4","002","40","03","FLO",78.6,44.0
17761,"FC4","002","40","04","FLO",78.6,44.0
128631,"FC5","002","40","01","FLO",78.6,44.0
128632,"FC5","002","40","02","FLO",78.6,44.0
128633,"FC5","002","40","03","FLO",78.6,44.0
128634,"FC5","002","40","04","FLO",78.6,44.0
16946,"FC5","003","10","01","FLO",82.2,44.0
16947,"FC5","003","10","02","FLO",82.2,44.0
16948,"FC5","003","10","03","FLO",82.2,44.0
16949,"FC5","003","10","04","FLO",82.2,44.0
16950,"FC5","003","20","01","FLO",82.2,44.0
16951,"FC5","003","20","02","FLO",82.2,44.0
16952,"FC5","003","20","03","FLO",82.2,44.0
16953,"FC5","003","20","04","FLO",82.2,44.0
16954,"FC5","003","30","01","FLO",82.2,44.0
16955,"FC5","003","30","02","FLO",82.2,44.0
16956,"FC5","003","30","03","FLO",82.2,44.0
16957,"FC5","003","30","04","FLO",82.2,44.0
17762,"FC4","003","10","01","FLO",82.2,44.0
17763,"FC4","003","10","02","FLO",82.2,44.0
17764,"FC4","003","10","03","FLO",82.2,44.0
17765,"FC4","003","10","04","FLO",82.2,44.0
17766,"FC4","003","20","01","FLO",82.2,44.0
17767,"FC4","003","20","02","FLO",82.2,44.0
17768,"FC4","003","20","03","FLO",82.2,44.0
17769,"FC4","003","20","04","FLO",82.2,44.0
17770,"FC4","003","30","01","FLO",82.2,44.0
17771,"FC4","003","30","02","FLO",82.2,44.0
17772,"FC4","003","30","03","FLO",82.2,44.0
17773,"FC4","003","30","04","FLO",82.2,44.0
17774,"FC4","003","40","01","FLO",82.2,44.0
17775,"FC4","003","40","02","FLO",82.2,44.0
17776,"FC4","003","40","03","FLO",82.2,44.0
17777,"FC4","003","40","04","FLO",82.2,44.0
128635,"FC5","003","40","01","FLO",82.2,44.0
128636,"FC5","003","40","02","FLO",82.2,44.0
128637,"FC5","003","40","03","FLO",82.2,44.0
128638,"FC5","003","40","04","FLO",82.2,44.0
16958,"FC5","004","10","01","FLO",85.8,44.0
16959,"FC5","004","10","02","FLO",85.8,44.0
16960,"FC5","004","10","03","FLO",85.8,44.0
16961,"FC5","004","10","04","FLO",85.8,44.0
16962,"FC5","004","20","01","FLO",85.8,44.0
16963,"FC5","004","20","02","FLO",85.8,44.0
16964,"FC5","004","20","03","FLO",85.8,44.0
16965,"FC5","004","20","04","FLO",85.8,44.0
16966,"FC5","004","30","01","FLO",85.8,44.0
16967,"FC5","004","30","02","FLO",85.8,44.0
16968,"FC5","004","30","03","FLO",85.8,44.0
16969,"FC5","004","30","04","FLO",85.8,44.0
17778,"FC4","004","10","01","FLO",85.8,44.0
17779,"FC4","004","10","02","FLO",85.8,44.0
17780,"FC4","004","10","03","FLO",85.8,44.0
17781,"FC4","004","10","04","FLO",85.8,44.0
17782,"FC4","004","20","01","FLO",85.8,44.0
17783,"FC4","004","20","02","FLO",85.8,44.0
17784,"FC4","004","20","03","FLO",85.8,44.0
17785,"FC4","004","20","04","FLO",85.8,44.0
17786,"FC4","004","30","01","FLO",85.8,44.0
17787,"FC4","004","30","02","FLO",85.8,44.0
17788,"FC4","004","30","03","FLO",85.8,44.0
17789,"FC4","004","30","04","FLO",85.8,44.0
17790,"FC4","004","40","01","FLO",85.8,44.0
17791,"FC4","004","40","02","FLO",85.8,44.0
17792,"FC4","004","40","03","FLO",85.8,44.0
17793,"FC4","004","40","04","FLO",85.8,44.0
128639,"FC5","004","40","01","FLO",85.8,44.0
128640,"FC5","004","40","02","FLO",85.8,44.0
128641,"FC5","004","40","03","FLO",85.8,44.0
128642,"FC5","004","40","04","FLO",85.8,44.0
16970,"FC5","005","10","01","FLO",89.4,44.0
16971,"FC5","005","10","02","FLO",89.4,44.0
16972,"FC5","005","10","03","FLO",89.4,44.0
16973,"FC5","005","10","04","FLO",89.4,44.0
16974,"FC5","005","20","01","FLO",89.4,44.0
16975,"FC5","005","20","02","FLO",89.4,44.0
16976,"FC5","005","20","03","FLO",89.4,44.0
16977,"FC5","005","20","04","FLO",89.4,44.0
16978,"FC5","005","30","01","FLO",89.4,44.0
16979,"FC5","005","30","02","FLO",89.4,44.0
16980,"FC5","005","30","03","FLO",89.4,44.0
16981,"FC5","005","30","04","FLO",89.4,44.0
17794,"FC4","005","10","01","FLO",89.4,44.0
17795,"FC4","005","10","02","FLO",89.4,44.0
17796,"FC4","005","10","03","FLO",89.4,44.0
17797,"FC4","005","10","04","FLO",89.4,44.0
17798,"FC4","005","20","01","FLO",89.4,44.0
17799,"FC4","005","20","02","FLO",89.4,44.0
17800,"FC4","005","20","03","FLO",89.4,44.0
17801,"FC4","005","20","04","FLO",89.4,44.0
17802,"FC4","005","30","01","FLO",89.4,44.0
17803,"FC4","005","30","02","FLO",89.4,44.0
17804,"FC4","005","30","03","FLO",89.4,44.0
17805,"FC4","005","30","04","FLO",89.4,44.0
17806,"FC4","005","40","01","FLO",89.4,44.0
17807,"FC4","005","40","02","FLO",89.4,44.0
17808,"FC4","005","40","03","FLO",89.4,44.0
17809,"FC4","005","40","04","FLO",89.4,44.0
128643,"FC5","005","40","01","FLO",89.4,44.0
128644,"FC5","005","40","02","FLO",89.4,44.0
128645,"FC5","005","40","03","FLO",89.4,44.0
128646,"FC5","005","40","04","FLO",89.4,44.0
25997,"FC4","006","10","01","FLO",93.0,44.0
25998,"FC4","006","10","02","FLO",93.0,44.0
25999,"FC4","006","10","03","FLO",93.0,44.0
26000,"FC4","006","10","04","FLO",93.0,44.0
26001,"FC4","006","20","01","FLO",93.0,44.0
26002,"FC4","006","20","02","FLO",93.0,44.0
26003,"FC4","006","20","03","FLO",93.0,44.0
26004,"FC4","006","20","04","FLO",93.0,44.0
26005,"FC4","006","30","01","FLO",93.0,44.0
26006,"FC4","006","30","02","FLO",93.0,44.0
26007,"FC4","006","30","03","FLO",93.0,44.0
26008,"FC4","006","30","04","FLO",93.0,44.0
26009,"FC4","006","40","01","FLO",93.0,44.0
26010,"FC4","006","40","02","FLO",93.0,44.0
26011,"FC4","006","40","03","FLO",93.0,44.0
26012,"FC4","006","40","04","FLO",93.0,44.0
26053,"FC5","006","10","01","FLO",93.0,44.0
26054,"FC5","006","10","02","FLO",93.0,44.0
26055,"FC5","006","10","03","FLO",93.0,44.0
26056,"FC5","006","10","04","FLO",93.0,44.0
26057,"FC5","006","20","01","FLO",93.0,44.0
26058,"FC5","006","20","02","FLO",93.0,44.0
26059,"FC5","006","20","03","FLO",93.0,44.0
26060,"FC5","006","20","04","FLO",93.0,44.0
26061,"FC5","006","30","01","FLO",93.0,44.0
26062,"FC5","006","30","02","FLO",93.0,44.0
26063,"FC5","006","30","03","FLO",93.0,44.0
26064,"FC5","006","30","04","FLO",93.0,44.0
128647,"FC5","006","40","01","FLO",93.0,44.0
128648,"FC5","006","40","02","FLO",93.0,44.0
128649,"FC5","006","40","03","FLO",93.0,44.0
128650,"FC5","006","40","04","FLO",93.0,44.0
26013,"FC4","007","20","01","FLO",96.6,44.0
26014,"FC4","007","20","02","FLO",96.6,44.0
26015,"FC4","007","20","03","FLO",96.6,44.0
26016,"FC4","007","20","04","FLO",96.6,44.0
26017,"FC4","007","30","01","FLO",96.6,44.0
26018,"FC4","007","30","02","FLO",96.6,44.0
26019,"FC4","007","30","03","FLO",96.6,44.0
26020,"FC4","007","30","04","FLO",96.6,44.0
26021,"FC4","007","40","01","FLO",96.6,44.0
26022,"FC4","007","40","02","FLO",96.6,44.0
26023,"FC4","007","40","03","FLO",96.6,44.0
26024,"FC4","007","40","04","FLO",96.6,44.0
26065,"FC5","007","20","01","FLO",96.6,44.0
26066,"FC5","007","20","02","FLO",96.6,44.0
26067,"FC5","007","20","03","FLO",96.6,44.0
26068,"FC5","007","20","04","FLO",96.6,44.0
26069,"FC5","007","30","01","FLO",96.6,44.0
26070,"FC5","007","30","02","FLO",96.6,44.0
26071,"FC5","007","30","03","FLO",96.6,44.0
26072,"FC5","007","30","04","FLO",96.6,44.0
26073,"FC5","007","40","01","FLO",96.6,44.0
26074,"FC5","007","40","02","FLO",96.6,44.0
26075,"FC5","007","40","03","FLO",96.6,44.0
26076,"FC5","007","40","04","FLO",96.6,44.0
17186,"FC5","008","10","01","FLO",100.2,44.0
17187,"FC5","008","10","02","FLO",100.2,44.0
17188,"FC5","008","10","03","FLO",100.2,44.0
17189,"FC5","008","10","04","FLO",100.2,44.0
17190,"FC5","008","20","01","FLO",100.2,44.0
17191,"FC5","008","20","02","FLO",100.2,44.0
17192,"FC5","008","20","03","FLO",100.2,44.0
17193,"FC5","008","20","04","FLO",100.2,44.0
17194,"FC5","008","30","01","FLO",100.2,44.0
17195,"FC5","008","30","02","FLO",100.2,44.0
17196,"FC5","008","30","03","FLO",100.2,44.0
17197,"FC5","008","30","04","FLO",100.2,44.0
17858,"FC4","008","10","01","FLO",100.2,44.0
17859,"FC4","008","10","02","FLO",100.2,44.0
17860,"FC4","008","10","03","FLO",100.2,44.0
17861,"FC4","008","10","04","FLO",100.2,44.0
17862,"FC4","008","20","01","FLO",100.2,44.0
17863,"FC4","008","20","02","FLO",100.2,44.0
17864,"FC4","008","20","03","FLO",100.2,44.0
17865,"FC4","008","20","04","FLO",100.2,44.0
17866,"FC4","008","30","01","FLO",100.2,44.0
17867,"FC4","008","30","02","FLO",100.2,44.0
17868,"FC4","008","30","03","FLO",100.2,44.0
17869,"FC4","008","30","04","FLO",100.2,44.0
17870,"FC4","008","40","01","FLO",100.2,44.0
17871,"FC4","008","40","02","FLO",100.2,44.0
17872,"FC4","008","40","03","FLO",100.2,44.0
17873,"FC4","008","40","04","FLO",100.2,44.0
128651,"FC5","008","40","01","FLO",100.2,44.0
128652,"FC5","008","40","02","FLO",100.2,44.0
128653,"FC5","008","40","03","FLO",100.2,44.0
128654,"FC5","008","40","04","FLO",100.2,44.0
17198,"FC5","009","10","01","FLO",103.8,44.0
17199,"FC5","009","10","02","FLO",103.8,44.0
17200,"FC5","009","10","03","FLO",103.8,44.0
17201,"FC5","009","10","04","FLO",103.8,44.0
17202,"FC5","009","20","01","FLO",103.8,44.0
17203,"FC5","009","20","02","FLO",103.8,44.0
17204,"FC5","009","20","03","FLO",103.8,44.0
17205,"FC5","009","20","04","FLO",103.8,44.0
17206,"FC5","009","30","01","FLO",103.8,44.0
17207,"FC5","009","30","02","FLO",103.8,44.0
17208,"FC5","009","30","03","FLO",103.8,44.0
17209,"FC5","009","30","04","FLO",103.8,44.0
17874,"FC4","009","10","01","FLO",103.8,44.0
17875,"FC4","009","10","02","FLO",103.8,44.0
17876,"FC4","009","10","03","FLO",103.8,44.0
17877,"FC4","009","10","04","FLO",103.8,44.0
17878,"FC4","009","20","01","FLO",103.8,44.0
17879,"FC4","009","20","02","FLO",103.8,44.0
17880,"FC4","009","20","03","FLO",103.8,44.0
17881,"FC4","009","20","04","FLO",103.8,44.0
17882,"FC4","009","30","01","FLO",103.8,44.0
17883,"FC4","009","30","02","FLO",103.8,44.0
17884,"FC4","009","30","03","FLO",103.8,44.0
17885,"FC4","009","30","04","FLO",103.8,44.0
17886,"FC4","009","40","01","FLO",103.8,44.0
17887,"FC4","009","40","02","FLO",103.8,44.0
17888,"FC4","009","40","03","FLO",103.8,44.0
17889,"FC4","009","40","04","FLO",103.8,44.0
128655,"FC5","009","40","01","FLO",103.8,44.0
128656,"FC5","009","40","02","FLO",103.8,44.0
128657,"FC5","009","40","03","FLO",103.8,44.0
128658,"FC5","009","40","04","FLO",103.8,44.0
17210,"FC5","010","10","01","FLO",107.4,44.0
17211,"FC5","010","10","02","FLO",107.4,44.0
17212,"FC5","010","10","03","FLO",107.4,44.0
17213,"FC5","010","10","04","FLO",107.4,44.0
17214,"FC5","010","20","01","FLO",107.4,44.0
17215,"FC5","010","20","02","FLO",107.4,44.0
17216,"FC5","010","20","03","FLO",107.4,44.0
17217,"FC5","010","20","04","FLO",107.4,44.0
17218,"FC5","010","30","01","FLO",107.4,44.0
17219,"FC5","010","30","02","FLO",107.4,44.0
17220,"FC5","010","30","03","FLO",107.4,44.0
17221,"FC5","010","30","04","FLO",107.4,44.0
17890,"FC4","010","10","01","FLO",107.4,44.0
17891,"FC4","010","10","02","FLO",107.4,44.0
17892,"FC4","010","10","03","FLO",107.4,44.0
17893,"FC4","010","10","04","FLO",107.4,44.0
17894,"FC4","010","20","01","FLO",107.4,44.0
17895,"FC4","010","20","02","FLO",107.4,44.0
17896,"FC4","010","20","03","FLO",107.4,44.0
17897,"FC4","010","20","04","FLO",107.4,44.0
17898,"FC4","010","30","01","FLO",107.4,44.0
17899,"FC4","010","30","02","FLO",107.4,44.0
17900,"FC4","010","30","03","FLO",107.4,44.0
17901,"FC4","010","30","04","FLO",107.4,44.0
17902,"FC4","010","40","01","FLO",107.4,44.0
17903,"FC4","010","40","02","FLO",107.4,44.0
17904,"FC4","010","40","03","FLO",107.4,44.0
17905,"FC4","010","40","04","FLO",107.4,44.0
128659,"FC5","010","40","01","FLO",107.4,44.0
128660,"FC5","010","40","02","FLO",107.4,44.0
128661,"FC5","010","40","03","FLO",107.4,44.0
128662,"FC5","010","40","04","FLO",107.4,44.0
17222,"FC5","011","10","01","FLO",111.0,44.0
17223,"FC5","011","10","02","FLO",111.0,44.0
17224,"FC5","011","10","03","FLO",111.0,44.0
17225,"FC5","011","10","04","FLO",111.0,44.0
17226,"FC5","011","20","01","FLO",111.0,44.0
17227,"FC5","011","20","02","FLO",111.0,44.0
17228,"FC5","011","20","03","FLO",111.0,44.0
17229,"FC5","011","20","04","FLO",111.0,44.0
17230,"FC5","011","30","01","FLO",111.0,44.0
17231,"FC5","011","30","02","FLO",111.0,44.0
17232,"FC5","011","30","03","FLO",111.0,44.0
17233,"FC5","011","30","04","FLO",111.0,44.0
17906,"FC4","011","10","01","FLO",111.0,44.0
17907,"FC4","011","10","02","FLO",111.0,44.0
