number,alley,column,level,storage,buildings,X,Y
21574,"FB2","010","60","01","FLO",107.4,8.0
21575,"FB2","010","60","02","FLO",107.4,8.0
21576,"FB2","010","60","03","FLO",107.4,8.0
21577,"FB2","010","60","04","FLO",107.4,8.0
21578,"FB2","010","70","01","FLO",107.4,8.0
21579,"FB2","010","70","02","FLO",107.4,8.0
21580,"FB2","010","70","03","FLO",107.4,8.0
21581,"FB2","010","70","04","FLO",107.4,8.0
22442,"FB1","010","10","01","FLO",107.4,8.0
22443,"FB1","010","10","02","FLO",107.4,8.0
22444,"FB1","010","10","03","FLO",107.4,8.0
22445,"FB1","010","10","04","FLO",107.4,8.0
22446,"FB1","010","20","01","FLO",107.4,8.0
22447,"FB1","010","20","02","FLO",107.4,8.0
22448,"FB1","010","20","03","FLO",107.4,8.0
22449,"FB1","010","20","04","FLO",107.4,8.0
22450,"FB1","010","30","01","FLO",107.4,8.0
22451,"FB1","010","30","02","FLO",107.4,8.0
22452,"FB1","010","30","03","FLO",107.4,8.0
22453,"FB1","010","30","04","FLO",107.4,8.0
22454,"FB1","010","40","01","FLO",107.4,8.0
22455,"FB1","010","40","02","FLO",107.4,8.0
22456,"FB1","010","40","03","FLO",107.4,8.0
22457,"FB1","010","40","04","FLO",107.4,8.0
22458,"FB1","010","50","01","FLO",107.4,8.0
22459,"FB1","010","50","02","FLO",107.4,8.0
22460,"FB1","010","50","03","FLO",107.4,8.0
22461,"FB1","010","50","04","FLO",107.4,8.0
22462,"FB1","010","60","01","FLO",107.4,8.0
22463,"FB1","010","60","02","FLO",107.4,8.0
22464,"FB1","010","60","03","FLO",107.4,8.0
22465,"FB1","010","60","04","FLO",107.4,8.0
22466,"FB1","010","70","01","FLO",107.4,8.0
22467,"FB1","010","70","02","FLO",107.4,8.0
22468,"FB1","010","70","03","FLO",107.4,8.0
22469,"FB1","010","70","04","FLO",107.4,8.0
21582,"FB2","011","10","01","FLO",111.0,8.0
21583,"FB2","011","10","02","FLO",111.0,8.0
21584,"FB2","011","10","03","FLO",111.0,8.0
21585,"FB2","011","10","04","FLO",111.0,8.0
21586,"FB2","011","20","01","FLO",111.0,8.0
21587,"FB2","011","20","02","FLO",111.0,8.0
21588,"FB2","011","20","03","FLO",111.0,8.0
21589,"FB2","011","20","04","FLO",111.0,8.0
21590,"FB2","011","30","01","FLO",111.0,8.0
21591,"FB2","011","30","02","FLO",111.0,8.0
21592,"FB2","011","30","03","FLO",111.0,8.0
21593,"FB2","011","30","04","FLO",111.0,8.0
21594,"FB2","011","40","01","FLO",111.0,8.0
21595,"FB2","011","40","02","FLO",111.0,8.0
21596,"FB2","011","40","03","FLO",111.0,8.0
21597,"FB2","011","40","04","FLO",111.0,8.0
21598,"FB2","011","50","01","FLO",111.0,8.0
21599,"FB2","011","50","02","FLO",111.0,8.0
21600,"FB2","011","50","03","FLO",111.0,8.0
21601,"FB2","011","50","04","FLO",111.0,8.0
21602,"FB2","011","60","01","FLO",111.0,8.0
21603,"FB2","011","60","02","FLO",111.0,8.0
21604,"FB2","011","60","03","FLO",111.0,8.0
21605,"FB2","011","60","04","FLO",111.0,8.0
21606,"FB2","011","70","01","FLO",111.0,8.0
21607,"FB2","011","70","02","FLO",111.0,8.0
21608,"FB2","011","70","03","FLO",111.0,8.0
21609,"FB2","011","70","04","FLO",111.0,8.0
22470,"FB1","011","10","01","FLO",111.0,8.0
22471,"FB1","011","10","02","FLO",111.0,8.0
22472,"FB1","011","10","03","FLO",111.0,8.0
22473,"FB1","011","10","04","FLO",111.0,8.0
22474,"FB1","011","20","01","FLO",111.0,8.0
22475,"FB1","011","20","02","FLO",111.0,8.0
22476,"FB1","011","20","03","FLO",111.0,8.0
22477,"FB1","011","20","04","FLO",111.0,8.0
22478,"FB1","011","30","01","FLO",111.0,8.0
22479,"FB1","011","30","02","FLO",111.0,8.0
22480,"FB1","011","30","03","FLO",111.0,8.0
22481,"FB1","011","30","04","FLO",111.0,8.0
22482,"FB1","011","40","01","FLO",111.0,8.0
22483,"FB1","011","40","02","FLO",111.0,8.0
22484,"FB1","011","40","03","FLO",111.0,8.0
22485,"FB1","011","40","04","FLO",111.0,8.0
22486,"FB1","011","50","01","FLO",111.0,8.0
22487,"FB1","011","50","02","FLO",111.0,8.0
22488,"FB1","011","50","03","FLO",111.0,8.0
22489,"FB1","011","50","04","FLO",111.0,8.0
22490,"FB1","011","60","01","FLO",111.0,8.0
22491,"FB1","011","60","02","FLO",111.0,8.0
22492,"FB1","011","60","03","FLO",111.0,8.0
22493,"FB1","011","60","04","FLO",111.0,8.0
22494,"FB1","011","70","01","FLO",111.0,8.0
22495,"FB1","011","70","02","FLO",111.0,8.0
22496,"FB1","011","70","03","FLO",111.0,8.0
22497,"FB1","011","70","04","FLO",111.0,8.0
21610,"FB2","012","10","01","FLO",114.6,8.0
21611,"FB2","012","10","02","FLO",114.6,8.0
21612,"FB2","012","10","03","FLO",114.6,8.0
21613,"FB2","012","10","04","FLO",114.6,8.0
21614,"FB2","012","20","01","FLO",114.6,8.0
21615,"FB2","012","20","02","FLO",114.6,8.0
21616,"FB2","012","20","03","FLO",114.6,8.0
21617,"FB2","012","20","04","FLO",114.6,8.0
21618,"FB2","012","30","01","FLO",114.6,8.0
21619,"FB2","012","30","02","FLO",114.6,8.0
21620,"FB2","012","30","03","FLO",114.6,8.0
21621,"FB2","012","30","04","FLO",114.6,8.0
21622,"FB2","012","40","01","FLO",114.6,8.0
21623,"FB2","012","40","02","FLO",114.6,8.0
21624,"FB2","012","40","03","FLO",114.6,8.0
21625,"FB2","012","40","04","FLO",114.6,8.0
21626,"FB2","012","50","01","FLO",114.6,8.0
21627,"FB2","012","50","02","FLO",114.6,8.0
21628,"FB2","012","50","03","FLO",114.6,8.0
21629,"FB2","012","50","04","FLO",114.6,8.0
21630,"FB2","012","60","01","FLO",114.6,8.0
21631,"FB2","012","60","02","FLO",114.6,8.0
21632,"FB2","012","60","03","FLO",114.6,8.0
21633,"FB2","012","60","04","FLO",114.6,8.0
21634,"FB2","012","70","01","FLO",114.6,8.0
21635,"FB2","012","70","02","FLO",114.6,8.0
21636,"FB2","012","70","03","FLO",114.6,8.0
21637,"FB2","012","70","04","FLO",114.6,8.0
22498,"FB1","012","10","01","FLO",114.6,8.0
22499,"FB1","012","10","02","FLO",114.6,8.0
22500,"FB1","012","10","03","FLO",114.6,8.0
22501,"FB1","012","10","04","FLO",114.6,8.0
22502,"FB1","012","20","01","FLO",114.6,8.0
22503,"FB1","012","20","02","FLO",114.6,8.0
22504,"FB1","012","20","03","FLO",114.6,8.0
22505,"FB1","012","20","04","FLO",114.6,8.0
22506,"FB1","012","30","01","FLO",114.6,8.0
22507,"FB1","012","30","02","FLO",114.6,8.0
22508,"FB1","012","30","03","FLO",114.6,8.0
22509,"FB1","012","30","04","FLO",114.6,8.0
22510,"FB1","012","40","01","FLO",114.6,8.0
22511,"FB1","012","40","02","FLO",114.6,8.0
22512,"FB1","012","40","03","FLO",114.6,8.0
22513,"FB1","012","40","04","FLO",114.6,8.0
22514,"FB1","012","50","01","FLO",114.6,8.0
22515,"FB1","012","50","02","FLO",114.6,8.0
22516,"FB1","012","50","03","FLO",114.6,8.0
22517,"FB1","012","50","04","FLO",114.6,8.0
22518,"FB1","012","60","01","FLO",114.6,8.0
22519,"FB1","012","60","02","FLO",114.6,8.0
22520,"FB1","012","60","03","FLO",114.6,8.0
22521,"FB1","012","60","04","FLO",114.6,8.0
22522,"FB1","012","70","01","FLO",114.6,8.0
22523,"FB1","012","70","02","FLO",114.6,8.0
22524,"FB1","012","70","03","FLO",114.6,8.0
22525,"FB1","012","70","04","FLO",114.6,8.0
22526,"FB1","013","10","01","FLO",118.2,8.0
22527,"FB1","013","10","02","FLO",118.2,8.0
22528,"FB1","013","10","03","FLO",118.2,8.0
22529,"FB1","013","10","04","FLO",118.2,8.0
22530,"FB1","013","20","01","FLO",118.2,8.0
22531,"FB1","013","20","02","FLO",118.2,8.0
22532,"FB1","013","20","03","FLO",118.2,8.0
22533,"FB1","013","20","04","FLO",118.2,8.0
22534,"FB1","013","30","01","FLO",118.2,8.0
22535,"FB1","013","30","02","FLO",118.2,8.0
22536,"FB1","013","30","03","FLO",118.2,8.0
22537,"FB1","013","30","04","FLO",118.2,8.0
22538,"FB1","013","40","01","FLO",118.2,8.0
22539,"FB1","013","40","02","FLO",118.2,8.0
22540,"FB1","013","40","03","FLO",118.2,8.0
22541,"FB1","013","40","04","FLO",118.2,8.0
22542,"FB1","013","50","01","FLO",118.2,8.0
22543,"FB1","013","50","02","FLO",118.2,8.0
22544,"FB1","013","50","03","FLO",118.2,8.0
22545,"FB1","013","50","04","FLO",118.2,8.0
22546,"FB1","013","60","01","FLO",118.2,8.0
22547,"FB1","013","60","02","FLO",118.2,8.0
22548,"FB1","013","60","03","FLO",118.2,8.0
22549,"FB1","013","60","04","FLO",118.2,8.0
22550,"FB1","013","70","01","FLO",118.2,8.0
22551,"FB1","013","70","02","FLO",118.2,8.0
22552,"FB1","013","70","03","FLO",118.2,8.0
22553,"FB1","013","70","04","FLO",118.2,8.0
25017,"FB2","013","10","01","FLO",118.2,8.0
25018,"FB2","013","10","02","FLO",118.2,8.0
25019,"FB2","013","10","03","FLO",118.2,8.0
25020,"FB2","013","10","04","FLO",118.2,8.0
25021,"FB2","013","20","01","FLO",118.2,8.0
25022,"FB2","013","20","02","FLO",118.2,8.0
25023,"FB2","013","20","03","FLO",118.2,8.0
25024,"FB2","013","20","04","FLO",118.2,8.0
25025,"FB2","013","30","01","FLO",118.2,8.0
25026,"FB2","013","30","02","FLO",118.2,8.0
25027,"FB2","013","30","03","FLO",118.2,8.0
25028,"FB2","013","30","04","FLO",118.2,8.0
25029,"FB2","013","40","01","FLO",118.2,8.0
25030,"FB2","013","40","02","FLO",118.2,8.0
25031,"FB2","013","40","03","FLO",118.2,8.0
25032,"FB2","013","40","04","FLO",118.2,8.0
25033,"FB2","013","50","01","FLO",118.2,8.0
25034,"FB2","013","50","02","FLO",118.2,8.0
25035,"FB2","013","50","03","FLO",118.2,8.0
25036,"FB2","013","50","04","FLO",118.2,8.0
25037,"FB2","013","60","01","FLO",118.2,8.0
25038,"FB2","013","60","02","FLO",118.2,8.0
25039,"FB2","013","60","03","FLO",118.2,8.0
25040,"FB2","013","60","04","FLO",118.2,8.0
25041,"FB2","013","70","01","FLO",118.2,8.0
25042,"FB2","013","70","02","FLO",118.2,8.0
25043,"FB2","013","70","03","FLO",118.2,8.0
25044,"FB2","013","70","04","FLO",118.2,8.0
22554,"FB1","014","10","01","FLO",121.8,8.0
22555,"FB1","014","10","02","FLO",121.8,8.0
22556,"FB1","014","10","03","FLO",121.8,8.0
22557,"FB1","014","10","04","FLO",121.8,8.0
22558,"FB1","014","20","01","FLO",121.8,8.0
22559,"FB1","014","20","02","FLO",121.8,8.0
22560,"FB1","014","20","03","FLO",121.8,8.0
22561,"FB1","014","20","04","FLO",121.8,8.0
22562,"FB1","014","30","01","FLO",121.8,8.0
22563,"FB1","014","30","02","FLO",121.8,8.0
22564,"FB1","014","30","03","FLO",121.8,8.0
22565,"FB1","014","30","04","FLO",121.8,8.0
22566,"FB1","014","40","01","FLO",121.8,8.0
22567,"FB1","014","40","02","FLO",121.8,8.0
22568,"FB1","014","40","03","FLO",121.8,8.0
22569,"FB1","014","40","04","FLO",121.8,8.0
22570,"FB1","014","50","01","FLO",121.8,8.0
22571,"FB1","014","50","02","FLO",121.8,8.0
22572,"FB1","014","50","03","FLO",121.8,8.0
22573,"FB1","014","50","04","FLO",121.8,8.0
22574,"FB1","014","60","01","FLO",121.8,8.0
22575,"FB1","014","60","02","FLO",121.8,8.0
22576,"FB1","014","60","03","FLO",121.8,8.0
22577,"FB1","014","60","04","FLO",121.8,8.0
22578,"FB1","014","70","01","FLO",121.8,8.0
22579,"FB1","014","70","02","FLO",121.8,8.0
22580,"FB1","014","70","03","FLO",121.8,8.0
22581,"FB1","014","70","04","FLO",121.8,8.0
25045,"FB2","014","20","01","FLO",121.8,8.0
25046,"FB2","014","20","02","FLO",121.8,8.0
25047,"FB2","014","20","03","FLO",121.8,8.0
25048,"FB2","014","20","04","FLO",121.8,8.0
25049,"FB2","014","30","01","FLO",121.8,8.0
25050,"FB2","014","30","02","FLO",121.8,8.0
25051,"FB2","014","30","03","FLO",121.8,8.0
25052,"FB2","014","30","04","FLO",121.8,8.0
25053,"FB2","014","40","01","FLO",121.8,8.0
25054,"FB2","014","40","02","FLO",121.8,8.0
25055,"FB2","014","40","03","FLO",121.8,8.0
25056,"FB2","014","40","04","FLO",121.8,8.0
22582,"FB1","015","10","01","FLO",125.4,8.0
22583,"FB1","015","10","02","FLO",125.4,8.0
22584,"FB1","015","10","03","FLO",125.4,8.0
22585,"FB1","015","10","04","FLO",125.4,8.0
22586,"FB1","015","20","01","FLO",125.4,8.0
22587,"FB1","015","20","02","FLO",125.4,8.0
22588,"FB1","015","20","03","FLO",125.4,8.0
22589,"FB1","015","20","04","FLO",125.4,8.0
22590,"FB1","015","30","01","FLO",125.4,8.0
22591,"FB1","015","30","02","FLO",125.4,8.0
22592,"FB1","015","30","03","FLO",125.4,8.0
22593,"FB1","015","30","04","FLO",125.4,8.0
22594,"FB1","015","40","01","FLO",125.4,8.0
22595,"FB1","015","40","02","FLO",125.4,8.0
22596,"FB1","015","40","03","FLO",125.4,8.0
22597,"FB1","015","40","04","FLO",125.4,8.0
22598,"FB1","015","50","01","FLO",125.4,8.0
22599,"FB1","015","50","02","FLO",125.4,8.0
22600,"FB1","015","50","03","FLO",125.4,8.0
22601,"FB1","015","50","04","FLO",125.4,8.0
22602,"FB1","015","60","01","FLO",125.4,8.0
22603,"FB1","015","60","02","FLO",125.4,8.0
22604,"FB1","015","60","03","FLO",125.4,8.0
22605,"FB1","015","60","04","FLO",125.4,8.0
22606,"FB1","015","70","01","FLO",125.4,8.0
22607,"FB1","015","70","02","FLO",125.4,8.0
22608,"FB1","015","70","03","FLO",125.4,8.0
22609,"FB1","015","70","04","FLO",125.4,8.0
22874,"FB2","015","10","01","FLO",125.4,8.0
22875,"FB2","015","10","02","FLO",125.4,8.0
22876,"FB2","015","10","03","FLO",125.4,8.0
22877,"FB2","015","10","04","FLO",125.4,8.0
22878,"FB2","015","20","01","FLO",125.4,8.0
22879,"FB2","015","20","02","FLO",125.4,8.0
22880,"FB2","015","20","03","FLO",125.4,8.0
22881,"FB2","015","20","04","FLO",125.4,8.0
22882,"FB2","015","30","01","FLO",125.4,8.0
22883,"FB2","015","30","02","FLO",125.4,8.0
22884,"FB2","015","30","03","FLO",125.4,8.0
22885,"FB2","015","30","04","FLO",125.4,8.0
22886,"FB2","015","40","01","FLO",125.4,8.0
22887,"FB2","015","40","02","FLO",125.4,8.0
22888,"FB2","015","40","03","FLO",125.4,8.0
22889,"FB2","015","40","04","FLO",125.4,8.0
22890,"FB2","015","50","01","FLO",125.4,8.0
22891,"FB2","015","50","02","FLO",125.4,8.0
22892,"FB2","015","50","03","FLO",125.4,8.0
22893,"FB2","015","50","04","FLO",125.4,8.0
22894,"FB2","015","60","01","FLO",125.4,8.0
22895,"FB2","015","60","02","FLO",125.4,8.0
22896,"FB2","015","60","03","FLO",125.4,8.0
22897,"FB2","015","60","04","FLO",125.4,8.0
22898,"FB2","015","70","01","FLO",125.4,8.0
22899,"FB2","015","70","02","FLO",125.4,8.0
22900,"FB2","015","70","03","FLO",125.4,8.0
22901,"FB2","015","70","04","FLO",125.4,8.0
125834,"FB2","015","80","01","FLO",125.4,8.0
125835,"FB2","015","80","02","FLO",125.4,8.0
125836,"FB2","015","80","03","FLO",125.4,8.0
125837,"FB2","015","80","04","FLO",125.4,8.0
22610,"FB1","016","10","01","FLO",129.0,8.0
22611,"FB1","016","10","02","FLO",129.0,8.0
22612,"FB1","016","10","03","FLO",129.0,8.0
22613,"FB1","016","10","04","FLO",129.0,8.0
22614,"FB1","016","20","01","FLO",129.0,8.0
22615,"FB1","016","20","02","FLO",129.0,8.0
22616,"FB1","016","20","03","FLO",129.0,8.0
22617,"FB1","016","20","04","FLO",129.0,8.0
22618,"FB1","016","30","01","FLO",129.0,8.0
22619,"FB1","016","30","02","FLO",129.0,8.0
22620,"FB1","016","30","03","FLO",129.0,8.0
22621,"FB1","016","30","04","FLO",129.0,8.0
22622,"FB1","016","40","01","FLO",129.0,8.0
22623,"FB1","016","40","02","FLO",129.0,8.0
22624,"FB1","016","40","03","FLO",129.0,8.0
22625,"FB1","016","40","04","FLO",129.0,8.0
22626,"FB1","016","50","01","FLO",129.0,8.0
22627,"FB1","016","50","02","FLO",129.0,8.0
22628,"FB1","016","50","03","FLO",129.0,8.0
22629,"FB1","016","50","04","FLO",129.0,8.0
22630,"FB1","016","60","01","FLO",129.0,8.0
22631,"FB1","016","60","02","FLO",129.0,8.0
22632,"FB1","016","60","03","FLO",129.0,8.0
22633,"FB1","016","60","04","FLO",129.0,8.0
22634,"FB1","016","70","01","FLO",129.0,8.0
22635,"FB1","016","70","02","FLO",129.0,8.0
22636,"FB1","016","70","03","FLO",129.0,8.0
22637,"FB1","016","70","04","FLO",129.0,8.0
22902,"FB2","016","10","01","FLO",129.0,8.0
22903,"FB2","016","10","02","FLO",129.0,8.0
22904,"FB2","016","10","03","FLO",129.0,8.0
22905,"FB2","016","10","04","FLO",129.0,8.0
22906,"FB2","016","20","01","FLO",129.0,8.0
22907,"FB2","016","20","02","FLO",129.0,8.0
22908,"FB2","016","20","03","FLO",129.0,8.0
22909,"FB2","016","20","04","FLO",129.0,8.0
22910,"FB2","016","30","01","FLO",129.0,8.0
22911,"FB2","016","30","02","FLO",129.0,8.0
22912,"FB2","016","30","03","FLO",129.0,8.0
22913,"FB2","016","30","04","FLO",129.0,8.0
22914,"FB2","016","40","01","FLO",129.0,8.0
22915,"FB2","016","40","02","FLO",129.0,8.0
22916,"FB2","016","40","03","FLO",129.0,8.0
22917,"FB2","016","40","04","FLO",129.0,8.0
22918,"FB2","016","50","01","FLO",129.0,8.0
22919,"FB2","016","50","02","FLO",129.0,8.0
22920,"FB2","016","50","03","FLO",129.0,8.0
22921,"FB2","016","50","04","FLO",129.0,8.0
22922,"FB2","016","60","01","FLO",129.0,8.0
22923,"FB2","016","60","02","FLO",129.0,8.0
22924,"FB2","016","60","03","FLO",129.0,8.0
22925,"FB2","016","60","04","FLO",129.0,8.0
22926,"FB2","016","70","01","FLO",129.0,8.0
22927,"FB2","016","70","02","FLO",129.0,8.0
22928,"FB2","016","70","03","FLO",129.0,8.0
22929,"FB2","016","70","04","FLO",129.0,8.0
125838,"FB2","016","80","01","FLO",129.0,8.0
125839,"FB2","016","80","02","FLO",129.0,8.0
125840,"FB2","016","80","03","FLO",129.0,8.0
125841,"FB2","016","80","04","FLO",129.0,8.0
22638,"FB1","017","10","01","FLO",132.6,8.0
22639,"FB1","017","10","02","FLO",132.6,8.0
22640,"FB1","017","10","03","FLO",132.6,8.0
22641,"FB1","017","10","04","FLO",132.6,8.0
22642,"FB1","017","20","01","FLO",132.6,8.0
22643,"FB1","017","20","02","FLO",132.6,8.0
22644,"FB1","017","20","03","FLO",132.6,8.0
22645,"FB1","017","20","04","FLO",132.6,8.0
22646,"FB1","017","30","01","FLO",132.6,8.0
22647,"FB1","017","30","02","FLO",132.6,8.0
22648,"FB1","017","30","03","FLO",132.6,8.0
22649,"FB1","017","30","04","FLO",132.6,8.0
22650,"FB1","017","40","01","FLO",132.6,8.0
22651,"FB1","017","40","02","FLO",132.6,8.0
22652,"FB1","017","40","03","FLO",132.6,8.0
22653,"FB1","017","40","04","FLO",132.6,8.0
22654,"FB1","017","50","01","FLO",132.6,8.0
22655,"FB1","017","50","02","FLO",132.6,8.0
22656,"FB1","017","50","03","FLO",132.6,8.0
22657,"FB1","017","50","04","FLO",132.6,8.0
22658,"FB1","017","60","01","FLO",132.6,8.0
22659,"FB1","017","60","02","FLO",132.6,8.0
22660,"FB1","017","60","03","FLO",132.6,8.0
22661,"FB1","017","60","04","FLO",132.6,8.0
22662,"FB1","017","70","01","FLO",132.6,8.0
22663,"FB1","017","70","02","FLO",132.6,8.0
22664,"FB1","017","70","03","FLO",132.6,8.0
22665,"FB1","017","70","04","FLO",132.6,8.0
22930,"FB2","017","10","01","FLO",132.6,8.0
22931,"FB2","017","10","02","FLO",132.6,8.0
22932,"FB2","017","10","03","FLO",132.6,8.0
22933,"FB2","017","10","04","FLO",132.6,8.0
22934,"FB2","017","20","01","FLO",132.6,8.0
22935,"FB2","017","20","02","FLO",132.6,8.0
22936,"FB2","017","20","03","FLO",132.6,8.0
22937,"FB2","017","20","04","FLO",132.6,8.0
22938,"FB2","017","30","01","FLO",132.6,8.0
22939,"FB2","017","30","02","FLO",132.6,8.0
22940,"FB2","017","30","03","FLO",132.6,8.0
22941,"FB2","017","30","04","FLO",132.6,8.0
22942,"FB2","017","40","01","FLO",132.6,8.0
22943,"FB2","017","40","02","FLO",132.6,8.0
22944,"FB2","017","40","03","FLO",132.6,8.0
22945,"FB2","017","40","04","FLO",132.6,8.0
22946,"FB2","017","50","01","FLO",132.6,8.0
22947,"FB2","017","50","02","FLO",132.6,8.0
22948,"FB2","017","50","03","FLO",132.6,8.0
22949,"FB2","017","50","04","FLO",132.6,8.0
22950,"FB2","017","60","01","FLO",132.6,8.0
22951,"FB2","017","60","02","FLO",132.6,8.0
22952,"FB2","017","60","03","FLO",132.6,8.0
22953,"FB2","017","60","04","FLO",132.6,8.0
22954,"FB2","017","70","01","FLO",132.6,8.0
22955,"FB2","017","70","02","FLO",132.6,8.0
22956,"FB2","017","70","03","FLO",132.6,8.0
22957,"FB2","017","70","04","FLO",132.6,8.0
125842,"FB2","017","80","01","FLO",132.6,8.0
125843,"FB2","017","80","02","FLO",132.6,8.0
125844,"FB2","017","80","03","FLO",132.6,8.0
125845,"FB2","017","80","04","FLO",132.6,8.0
22666,"FB1","018","10","01","FLO",136.2,8.0
22667,"FB1","018","10","02","FLO",136.2,8.0
22668,"FB1","018","10","03","FLO",136.2,8.0
22669,"FB1","018","10","04","FLO",136.2,8.0
22670,"FB1","018","20","01","FLO",136.2,8.0
22671,"FB1","018","20","02","FLO",136.2,8.0
22672,"FB1","018","20","03","FLO",136.2,8.0
22673,"FB1","018","20","04","FLO",136.2,8.0
22674,"FB1","018","30","01","FLO",136.2,8.0
22675,"FB1","018","30","02","FLO",136.2,8.0
22676,"FB1","018","30","03","FLO",136.2,8.0
22677,"FB1","018","30","04","FLO",136.2,8.0
22678,"FB1","018","40","01","FLO",136.2,8.0
22679,"FB1","018","40","02","FLO",136.2,8.0
22680,"FB1","018","40","03","FLO",136.2,8.0
22681,"FB1","018","40","04","FLO",136.2,8.0
22682,"FB1","018","50","01","FLO",136.2,8.0
22683,"FB1","018","50","02","FLO",136.2,8.0
22684,"FB1","018","50","03","FLO",136.2,8.0
22685,"FB1","018","50","04","FLO",136.2,8.0
22686,"FB1","018","60","01","FLO",136.2,8.0
22687,"FB1","018","60","02","FLO",136.2,8.0
22688,"FB1","018","60","03","FLO",136.2,8.0
22689,"FB1","018","60","04","FLO",136.2,8.0
22690,"FB1","018","70","01","FLO",136.2,8.0
22691,"FB1","018","70","02","FLO",136.2,8.0
22692,"FB1","018","70","03","FLO",136.2,8.0
22693,"FB1","018","70","04","FLO",136.2,8.0
22958,"FB2","018","10","01","FLO",136.2,8.0
22959,"FB2","018","10","02","FLO",136.2,8.0
22960,"FB2","018","10","03","FLO",136.2,8.0
22961,"FB2","018","10","04","FLO",136.2,8.0
22962,"FB2","018","20","01","FLO",136.2,8.0
22963,"FB2","018","20","02","FLO",136.2,8.0
22964,"FB2","018","20","03","FLO",136.2,8.0
22965,"FB2","018","20","04","FLO",136.2,8.0
22966,"FB2","018","30","01","FLO",136.2,8.0
22967,"FB2","018","30","02","FLO",136.2,8.0
22968,"FB2","018","30","03","FLO",136.2,8.0
22969,"FB2","018","30","04","FLO",136.2,8.0
22970,"FB2","018","40","01","FLO",136.2,8.0
22971,"FB2","018","40","02","FLO",136.2,8.0
22972,"FB2","018","40","03","FLO",136.2,8.0
22973,"FB2","018","40","04","FLO",136.2,8.0
